id,name,dining_context,reason
b371f46a-a451-4be8-90e4-03bd1d97ac47,Taco thịt bò với salsa xoài,restaurant,"Món ăn quốc tế, thường bán ở nhà hàng."
6a301aeb-6206-4103-bd58-ac34330eb3e2,Taco tôm cá với salsa xoài,restaurant,"Món ăn quốc tế, thường bán ở nhà hàng."
7e7b9b49-fe13-4ece-8c78-0c5102d41e1d,Tai heo ngâm mắm tắc,both,"Món nhậu phổ biến, có thể làm tại nhà hoặc mua ở quán."
a3aaedd0-e52e-46ad-aec8-991da8e584e9,Tempeh áp chảo,both,Món ăn có thể tự chế biến hoặc tìm thấy ở quán chay.
8d88dcb4-7152-4a94-9615-e32344c5a59b,Thiên lý xào thịt bò,home_cooked,Tên mô tả công thức nấu tại nhà.
32a96a71-7098-452a-acd9-39cee6a74b1f,Thịt ba chỉ rang cháy cạnh,home_cooked,Tên mô tả công thức nấu tại nhà.
7b4a8ad0-b148-4147-a6c9-18f4c66608f3,Thịt ba rọi nướng,both,Phổ biến ở cả nhà và quán ăn.
242348c5-9c1b-45a1-96f4-05956b8abca3,Thịt heo chiên xù (Tonkatsu),restaurant,"Món ăn có tên riêng, thường bán ở nhà hàng."
f6497047-6ac2-456d-a406-4008a561380c,Thịt heo quay kho cải chua,home_cooked,Tên mô tả công thức nấu tại nhà.
3edb4234-feaa-411b-9f0e-0bd3d1c9d7f4,Thịt kho tàu,both,Phổ biến ở cả nhà và quán cơm bình dân
4fc5934f-a9fe-4cba-838b-cf0fd9ca3241,Thịt luộc chấm mắm nêm,home_cooked,"Món ăn đơn giản, thường nấu tại nhà"
e34d8471-0807-4f67-a32f-3a327ad62175,Thịt luộc tôm chua,both,Phổ biến ở cả nhà và quán ăn
2761eaa2-3767-4c68-a7af-0d193a5b13c0,Thịt nướng BBQ Hàn Quốc,restaurant,Món ăn đặc trưng của nhà hàng Hàn Quốc
31f92cdf-56aa-4277-a52f-41c47c04d710,Thịt xông khói cuộn măng tây nướng,both,Có thể tự làm hoặc mua ở quán ăn
9632fbac-06ac-4215-ab34-9806e895f080,Tokbokki,restaurant,"Món ăn đặc trưng của ẩm thực Hàn Quốc, phổ biến ở quán"
a43ff353-4411-47d5-9ede-aa840e1707b0,Tokbokki phô mai,restaurant,"Món ăn đặc trưng của ẩm thực Hàn Quốc, phổ biến ở quán"
3b4ee9ce-edd7-4ee3-9309-b37d7ed9a41b,Trái cây tô trộn sữa chua,both,Có thể tự làm tại nhà hoặc mua ở quán giải khát
0dda4892-7314-4ade-99a7-17d24eaa2ea8,Trứng chiên hành,home_cooked,"Món ăn đơn giản, thường nấu tại nhà"
ac9d2914-1bf9-4f0e-8725-5e8786896e8c,Trứng chiên thịt băm,home_cooked,"Món ăn đơn giản, thường nấu tại nhà"
d9f4f3df-b779-4225-a431-6d9c9e30a1bc,Trứng cút lộn xào me,restaurant,Món ăn vặt đường phố phổ biến
b050d2dd-5ac9-46e1-bb13-506ffd70df8b,Trứng cút nướng chén phô mai,restaurant,Món ăn vặt đường phố phổ biến
dffd02ab-ae61-46f9-a9a1-7d996772d0b8,Trứng vịt lộn hầm ngải cứu,both,Có thể nấu tại nhà hoặc tìm thấy ở quán ăn
19d20c46-3c15-4203-8111-bdc433db675c,Trứng đúc thịt băm,home_cooked,"Món ăn đơn giản, thường nấu tại nhà"
091f2e5d-a037-4fe7-8ed5-7763c5787e25,Tu hài nướng mỡ hành,restaurant,Món hải sản thường được bán ở nhà hàng
3dd0e74b-3403-4335-9b07-d35e8143f208,Tàu hũ trân châu đường đen,restaurant,"Món ăn vặt phổ biến ở quán, tiệm chè"
d75552be-ab77-4edd-834f-183b0af897dc,Tôm cuộn thịt xông khói nướng,both,Có thể tự làm hoặc mua ở quán ăn vặt
2f19a5d4-d348-43cb-a2ba-efd55be21e85,Tôm càng xanh nướng mọi,restaurant,"Món hải sản nướng phổ biến ở nhà hàng, quán nhậu"
634e6bee-7b48-4a99-a99e-203c6292f8fa,Tôm hùm nướng bơ tỏi,restaurant,Món hải sản cao cấp thường bán ở nhà hàng
2547f49d-b473-4a9d-ab15-375235cead7e,Tôm hùm nướng phô mai,restaurant,Món hải sản cao cấp thường bán ở nhà hàng
916ae475-3846-471a-ae55-b1be977ecb34,Tôm hùm đất sốt Cajun,restaurant,Món ăn đặc trưng của các quán hải sản
20fb5ed7-4493-454c-97f2-e80db40ed9b8,Tôm mũ ni nướng bơ tỏi,restaurant,"Món hải sản nướng phổ biến ở nhà hàng, quán nhậu"
52bc28f4-09dd-480c-956d-0499321be2b3,Tôm sú hấp bia,both,"Món hải sản đơn giản, có thể làm tại nhà hoặc quán"
801a80b2-2eec-40f8-af37-729b3f4dc6dc,Tôm tít rang muối,both,Món hải sản rang muối phổ biến ở cả nhà và quán
151fd89c-b52b-47b1-bee9-986167cd6f63,Tôm đất rang muối,both,Món hải sản rang muối phổ biến ở cả nhà và quán
6cfc3f9a-062e-419a-8800-7beb207923e7,Tôm đất xóc tỏi,both,Món hải sản xóc tỏi có thể làm tại nhà hoặc quán
c870910e-6721-4d59-82d8-00f222483d43,Vẹm xanh nướng mỡ hành,restaurant,"Món hải sản nướng phổ biến ở quán nhậu, vỉa hè"
2e3fb17c-9e7a-4d74-a8b7-f905de8b440b,Vịt quay Bắc Kinh,restaurant,"Món đặc sản nổi tiếng, thường bán ở nhà hàng"
2f9aff23-4d9b-4091-8ecb-7ebade526bb8,Xiên que nướng,restaurant,Món ăn vặt đường phố phổ biến ở quán
7ed33a56-258b-4d40-95c0-2b330e92b773,Xôi chiên nhân thịt,restaurant,"Món ăn vặt, bữa sáng phổ biến ở quán"
9ca35a69-0926-438e-8500-ff9a50af742e,Xôi gà,restaurant,tên riêng của món ăn đường phố phổ biến
32528e9a-dad4-4508-b138-4d2f1b247510,Xôi mặn,restaurant,tên riêng của món ăn đường phố phổ biến
5a55eeba-9938-4056-a007-d191e0054ade,Xôi xoài Thái Lan,restaurant,món ăn đặc trưng của ẩm thực Thái Lan
7810ae2e-3889-4ba4-808f-f1569ca37940,Xôi xéo,restaurant,tên riêng của món ăn đường phố nổi tiếng
5a83a753-2af1-4920-9666-9fb8dd47033c,Yaourt muối,restaurant,"món ăn vặt phổ biến, thường bán ở quán"
b03e7a59-b3ae-4f32-9b89-e1ef5bd18032,Đùi gà nướng kiểu Nhật,both,có thể tự làm hoặc mua ở nhà hàng
9c84b26b-45a6-4b47-a205-39424b3023a4,Đậu bắp luộc chấm chao,home_cooked,"món ăn cơm nhà đơn giản, tên mô tả cách chế biến"
405a7d17-cddf-4bd7-b551-0e92140262f9,Đậu hũ Tứ Xuyên,restaurant,món ăn đặc trưng của ẩm thực Tứ Xuyên
d3d0c725-2959-449e-80a1-aadbffa8fc93,Đậu hũ bao bố,both,có thể tự làm hoặc mua ở quán cơm bình dân
aa5369b5-465e-4d77-96a0-f2887277b51e,Đậu hũ chiên sả ớt,both,có thể tự làm hoặc mua ở quán cơm bình dân
78916f0d-a7ed-43ab-a319-141a557aa2ef,Đậu hũ kho dứa,home_cooked,tên mô tả công thức nấu tại nhà
ce11d49e-72fa-4659-8e30-bf1109a64335,Đậu hũ kho tương hột,home_cooked,tên mô tả công thức nấu tại nhà
570d07dc-77c8-422f-983a-a1758b64fb98,Đậu hũ nhồi thịt sốt cà,home_cooked,tên mô tả công thức nấu tại nhà
f47ca872-1e17-4587-92a2-bee42c306b67,Đậu hũ non sốt nấm,home_cooked,tên mô tả công thức nấu tại nhà
c6550f12-c0a9-42c2-bcc1-27e088f49532,Đậu hũ sốt cà chua,home_cooked,tên mô tả công thức nấu tại nhà
ef85d120-88e0-4149-a035-1065eb30a15c,Đậu hũ sốt ngũ vị,both,Phổ biến ở cả nhà và quán ăn
67132218-721c-432d-bf02-2a9945543829,Đậu hũ xào nấm đông cô,both,Phổ biến ở cả nhà và quán ăn
fc208340-00f5-409f-b296-0451ceaee496,Đồ viên chiên thập cẩm,both,Phổ biến ở cả nhà và quán ăn
9c37c8ad-09b7-4ca9-850e-e026ae9c226f,Ốc bươu hấp sả,restaurant,"Món ốc phổ biến ở quán ăn vặt, nhà hàng"
ee90b522-203e-4ee5-9a27-c72b10339230,Ốc hút cốt dừa,restaurant,"Món ốc phổ biến ở quán ăn vặt, nhà hàng"
f380ad2d-85d0-401f-b8b9-c08f5e3cb103,Ốc hút xào sả ớt,restaurant,"Món ốc phổ biến ở quán ăn vặt, nhà hàng"
d54bb3c0-a710-48c6-8cc6-777d8707ed50,Ốc hương hấp sả,restaurant,"Món ốc phổ biến ở quán ăn vặt, nhà hàng"
7c07120e-3518-4f96-b38e-c748cc79b41b,Ốc hương rang muối tuyết,restaurant,"Món ốc phổ biến ở quán ăn vặt, nhà hàng"
f93e39a8-c848-4c8b-8a47-b1dc12fc71d8,Ốc hương xào bơ tỏi,restaurant,"Món ốc phổ biến ở quán ăn vặt, nhà hàng"
831bfd72-0381-4ec4-ac3c-247111aaaaa2,Ốc len xào dừa,restaurant,"Món ốc phổ biến ở quán ăn vặt, nhà hàng"
bf7eade6-23bd-4dc0-828e-5db5243de5be,Ốc móng tay xào me,restaurant,"Món ốc phổ biến ở quán ăn vặt, nhà hàng"
006bc55d-3c31-404d-9eca-e81f1b770195,Ốc móng tay xào rau muống,restaurant,"Món ốc phổ biến ở quán ăn vặt, nhà hàng"
47d74b56-d24a-4ae3-93c7-eb2fa0256214,Ốc nhảy hấp sả,restaurant,"Món ốc phổ biến ở quán ăn vặt, nhà hàng"
c092a1df-838e-4f58-ad75-b504a53ce1f1,Ốc đinh xào sả ớt,restaurant,"Món ốc phổ biến ở quán ăn vặt, nhà hàng"
